ID,Escola,Endereco_Escola,Serie,Turma,Nome_Aluno,Genero,Idade_Aluno,CPF_Aluno,Telefone_Aluno,Endereco_Completo,Municipio,UF,CEP,Deficiencia,Nome_Responsavel,Parentesco,CPF_Responsavel,Telefone_Responsavel,Protocolo,Status_Matricula,Renda_Familiar,Tem_Irmaos,Numero_Irmaos,Idades_Irmaos,Trabalha_Fora,Horas_Trabalho_Semana,Tipo_Trabalho,Tempo_Deslocamento_Min,Meio_Transporte,Acesso_Internet,Tem_Computador,Apoio_Familiar_Estudos,Faz_Refeicao_Escola,Matematica_1Bim,Matematica_2Bim,Matematica_3Bim,Matematica_4Bim,Media_Matematica,Portugues_1Bim,Portugues_2Bim,Portugues_3Bim,Portugues_4Bim,Media_Portugues,Media_Geral,Frequencia_Percentual,Cor_Raca,Area_Climatica,Impacto_Seca,Area_Risco_Ambiental,Seguranca_Trajeto,Refeicoes_Diarias,Seguranca_Alimentar,Ambiente_Familiar,Responsabilidades_Casa
109,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Ana Santos Almeida,F,15,535.643.503-71,(83) 99658-2605,"Rua São Sebastião, 43, Bloco 2 - Centro, Alagoa Grande - PB, 58323-235",Alagoa Grande,PB,58323-235,Nenhuma,João Almeida Correia,Avô,412.265.820-68,(83) 99757-1399,2025586288,Aguardando vaga,2500,Sim,3,"15, 1, 3",Não,0,,16,Transporte escolar,Apenas celular,Sim,Médio,Sim,2.3,2.8,3.4,3.9,3.1,2.3,2.8,3.4,3.9,3.2,3.0116630028772082,77,Parda,Agreste,Não Afetado,Não,Pouco Seguro,4,Segura,Tranquilo,Moderadas
110,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Miguel Costa Pereira,M,15,764.589.855-84,(83) 99784-4437,"Av. Floriano Peixoto, 181 - Prata, Campina Grande - PB, 58796-533",Campina Grande,PB,58796-533,Nenhuma,Valentina Rocha Almeida,Tio,613.639.949-25,(83) 98962-9714,2025965472,Contemplação direta,945,Sim,1,7,Não,0,,123,Carona,Não,Não,Alto,Não,0.8,0.3,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,70,Preta,Urbano,Não Afetado,Risco Médio,Seguro,2,Moderada Insegurança,Tranquilo,Moderadas
111,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Fernanda Melo Costa,F,16,597.707.781-99,(83) 99085-9986,"Rua Coronel João Pessoa, 291, Casa A - São Sebastião, Alagoa Grande - PB, 58275-908",Alagoa Grande,PB,58275-908,Nenhuma,Alice Garcia Marques,Tia,148.251.461-46,(83) 98933-3725,2025268600,Aguardando vaga,1200,Não,0,,Não,0,,13,Transporte escolar,Não,Não,Alto,Sim,0.8,0.3,0.0,0.0,0.0,2.7,2.2,1.6,1.1,2.0,0.21123323825511364,75,Preta,Agreste,Não Afetado,Não,Seguro,2,Leve Insegurança,Tranquilo,Poucas
112,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,João Fernandes Araújo,M,16,762.822.402-70,(83) 99834-5748,"Rua São Francisco, 410, Casa A - São José, Solânea - PB, 58805-215",Solânea,PB,58805-215,TDAH,Vinicius Araújo Souza,Avô,415.125.511-89,(83) 99722-4610,2025474754,Contemplação direta,800,Sim,5,"17, 8, 9, 7, 1",Sim,42,Informal,35,Moto,Apenas celular,Sim,Médio,Sim,1.8,1.3,0.7,0.2,1.0,2.2,1.7,1.1,0.6,1.5,1.1082029950637842,70,Preta,Interior Semiárido,Não Afetado,Risco Alto,Seguro,2,Leve Insegurança,Conflituoso,Moderadas
113,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Paulo Fernandes Moreira,M,16,846.524.242-85,(83) 99224-2410,"Rua Coronel João Pessoa, 244 - Bela Vista, Alagoa Grande - PB, 58704-874",Alagoa Grande,PB,58704-874,Nenhuma,Bianca Nunes Lima,Pai,524.279.669-69,(83) 99454-3243,2025295041,Aguardando vaga,1200,Sim,3,"19, 10, 16",Não,0,,17,Bicicleta,Apenas celular,Não,Médio,Sim,4.1,3.6,3.0,2.5,3.3,4.4,3.9,3.3,2.8,3.7,3.1090276736913065,86,Branca,Agreste,Muito Afetado,Não,Seguro,2,Leve Insegurança,Conflituoso,Moderadas
114,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Débora Lopes Souza,F,16,624.850.689-12,(83) 99731-5252,"Rua São Sebastião, 75, Bloco 2 - Bela Vista, Alagoa Grande - PB, 58999-809",Alagoa Grande,PB,58999-809,Nenhuma,Guilherme Ribeiro Carvalho,Tio,751.464.149-47,(83) 98597-9677,2025180558,Contemplação direta,2500,Sim,1,20,Não,0,,9,Transporte escolar,Apenas celular,Não,Baixo,Sim,10.0,10.0,9.4,8.9,9.7,8.6,8.1,7.5,7.0,7.9,8.789617953526474,92,Branca,Agreste,Não Afetado,Risco Médio,Pouco Seguro,3,Segura,Tranquilo,Moderadas
115,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Ricardo Rocha Nunes,M,15,219.938.234-12,(83) 98982-6705,"Rua Coronel João Pessoa, 72 - Vila Nova, Alagoa Grande - PB, 58635-881",Alagoa Grande,PB,58635-881,Nenhuma,Maria Fernandes Lopes,Avó,221.327.231-98,(83) 98291-4712,2025231432,Contemplação direta,5000,Sim,1,3,Sim,30,Informal,15,A pé,Sim (banda larga),Sim,Médio,Sim,4.8,5.3,5.9,6.4,5.6,7.0,7.5,8.1,8.6,7.9,6.609706212364911,92,Branca,Agreste,Não Afetado,Não,Seguro,3,Segura,Tensão Moderada,Poucas
116,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,André Melo Oliveira,M,15,939.692.881-11,(83) 99083-4555,"Rua Treze de Maio, 462 - Nordeste, Guarabira - PB, 58842-201",Guarabira,PB,58842-201,TDAH,Valentina Dias Melo,Avô,289.550.789-23,(83) 98370-6813,2025544692,Contemplação direta,1200,Sim,3,"4, 15, 4",Não,0,,31,Ônibus,Apenas celular,Não,Médio,Sim,4.9,5.4,6.0,6.5,5.7,2.8,3.3,3.9,4.4,3.7,4.761270153465698,80,Branca,Interior Semiárido,Muito Afetado,Risco Alto,Seguro,3,Segura,Conflituoso,Muitas
117,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Gustavo Rocha Nascimento,M,15,222.246.504-61,(83) 99423-2666,"Rua Maciel Pinheiro, 187, Casa A - Centro, Campina Grande - PB, 58305-709",Campina Grande,PB,58305-709,Nenhuma,Rafaela Almeida Lima,Tio,883.830.884-84,(83) 99215-5472,2025519677,Contemplação direta,727,Não,0,,Não,0,,106,Van escolar,Não,Não,Alto,Sim,0.6,0.6,0.8,0.8,1.1,2.9,3.6,2.9,2.9,3.2,1.9099315584537186,70,Branca,Urbano,Levemente Afetado,Não,Seguro,2,Grave Insegurança,Tranquilo,Muitas
118,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Letícia Nascimento Lima,F,16,928.980.653-79,(83) 98036-1517,"Rua José Augusto Trindade, 231, Bloco 2 - Alto do Mateus, João Pessoa - PB, 58553-570",João Pessoa,PB,58553-570,Nenhuma,Rosa Dias Ferreira,Avô,603.541.237-49,(83) 99465-7374,2025901123,Contemplação direta,2000,Sim,5,"19, 16, 16, 18, 6",Não,0,,101,Carona,Apenas celular,Não,Médio,Sim,1.9,1.4,0.8,0.3,1.1,0.7,0.2,0.0,0.0,0.0,0.3831303688519926,70,Preta,Urbano Litorâneo,Não Afetado,Risco Baixo,Pouco Seguro,3,Segura,Tranquilo,Muitas
119,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Luiz Dias Oliveira,M,16,217.445.273-12,(83) 99102-6343,"Rua Getúlio Vargas, 443 - Vila Nova, Alagoa Grande - PB, 58627-531",Alagoa Grande,PB,58627-531,Nenhuma,Larissa Silva Costa,Avô,486.684.499-51,(83) 99172-2601,2025204917,Contemplação direta,1200,Sim,3,"6, 20, 10",Sim,28,Agricultura,13,Bicicleta,Apenas celular,Não,Alto,Não,2.8,3.2,3.1,3.0,3.2,3.7,2.8,3.4,3.7,3.3,3.668440804794628,85,Branca,Agreste,Levemente Afetado,Risco Médio,Pouco Seguro,3,Leve Insegurança,Tensão Moderada,Moderadas
120,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Carolina Araújo Costa,F,15,524.511.357-89,(83) 99055-8425,"Rua São Francisco, 452 - Centro, Solânea - PB, 58983-291",Solânea,PB,58983-291,Nenhuma,Giovanna Nunes Cardoso,Tia,645.928.729-65,(83) 99914-1981,2025310394,Contemplação direta,775,Sim,3,"14, 14, 11",Não,0,,114,Transporte escolar,Não,Não,Médio,Sim,0.0,0.3,0.9,1.4,0.6,0.0,0.0,0.2,0.7,0.0,0.0,70,Parda,Interior Semiárido,Não Afetado,Risco Baixo,Seguro,2,Moderada Insegurança,Tranquilo,Poucas
121,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Thiago Marques Santos,M,17,901.120.156-20,(83) 98642-5882,"Rua Assis Chateaubriand, 344, Bloco 2 - Centro, Areia - PB, 58959-841",Areia,PB,58959-841,Nenhuma,André Correia Lopes,Pai,694.893.637-42,(83) 99016-2478,2025728958,Contemplação direta,3620,Sim,5,"13, 8, 14, 7, 5",Sim,21,Serviços domésticos,19,Bicicleta,Sim (banda larga),Não,Alto,Sim,6.6,6.1,5.5,5.0,5.8,8.1,7.6,7.0,6.5,7.4,6.247832780890569,86,Branca,Interior Semiárido,Não Afetado,Risco Baixo,Seguro,2,Leve Insegurança,Tranquilo,Moderadas
122,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Gabriela Martins Gomes,F,17,931.801.224-78,(83) 99775-4872,"Rua Getúlio Vargas, 466, Casa A - Cepilho, Areia - PB, 58408-192",Areia,PB,58408-192,Nenhuma,Luiz Rocha Cardoso,Avó,424.931.885-92,(83) 98832-1555,2025183985,Aguardando vaga,3500,Sim,4,"11, 14, 4, 6",Não,0,,22,Moto,Sim (banda larga),Sim,Baixo,Sim,3.5,4.0,4.6,5.1,4.3,2.9,3.4,4.0,4.5,3.8,4.17426445359493,89,Branca,Interior Semiárido,Muito Afetado,Risco Baixo,Inseguro,3,Segura,Tranquilo,Poucas
123,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Sandra Costa Rocha,F,17,994.852.236-43,(83) 98355-6367,"Rua Maciel Pinheiro, 213, Apt 101 - Prata, Campina Grande - PB, 58502-997",Campina Grande,PB,58502-997,Dislexia,João Silva Nunes,Avô,671.762.726-90,(83) 98468-2457,2025307897,Contemplação direta,2500,Sim,5,"14, 20, 9, 5, 3",Não,0,,52,Transporte escolar,Não,Sim,Baixo,Sim,2.5,2.0,1.4,0.9,1.7,0.7,0.2,0.0,0.0,0.0,0.1831452601439565,70,Parda,Urbano,Não Afetado,Não,Pouco Seguro,3,Segura,Conflituoso,Poucas
124,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,João Gomes Lima,M,16,732.561.354-57,(83) 99193-8506,"Rua Coronel João Pessoa, 69, Bloco 2 - Bela Vista, Alagoa Grande - PB, 58803-317",Alagoa Grande,PB,58803-317,Nenhuma,Juliana Souza Araújo,Tia,160.153.440-40,(83) 98964-6804,2025803375,Lista de espera,2000,Não,0,,Sim,23,Ajudante,17,Transporte escolar,Apenas celular,Não,Médio,Sim,0.1,0.0,0.0,0.4,0.0,2.2,1.5,2.2,2.0,2.0,1.1567820620081393,70,Preta,Agreste,Levemente Afetado,Risco Baixo,Seguro,4,Segura,Conflituoso,Poucas
125,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Natália Lopes Garcia,F,17,629.420.546-31,(83) 98646-9049,"Rua Marquês do Herval, 437, Bloco 2 - Liberdade, Campina Grande - PB, 58154-293",Campina Grande,PB,58154-293,Nenhuma,Pedro Almeida Lima,Mãe,267.822.578-65,(83) 98237-9108,2025562966,Contemplação direta,2000,Sim,4,"4, 5, 4, 12",Sim,42,Serviços domésticos,44,Transporte escolar,Apenas celular,Não,Baixo,Sim,0.8,0.3,0.0,0.0,0.0,1.9,1.4,0.8,0.3,1.2,0.0,70,Preta,Urbano,Levemente Afetado,Não,Seguro,3,Segura,Conflituoso,Moderadas
126,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Lucas Rocha Lopes,M,17,564.743.375-86,(83) 99347-1095,"Rua São Sebastião, 336, Casa A - Vila Nova, Alagoa Grande - PB, 58849-851",Alagoa Grande,PB,58849-851,Nenhuma,Paulo Cardoso Gomes,Mãe,430.917.156-19,(83) 99120-7248,2025518233,Contemplação direta,1200,Não,0,,Sim,15,Agricultura,9,A pé,Apenas celular,Não,Médio,Não,3.5,4.0,4.6,5.1,4.3,0.6,1.1,1.7,2.2,1.5,2.6473853938659726,70,Parda,Agreste,Muito Afetado,Risco Médio,Seguro,3,Leve Insegurança,Tranquilo,Moderadas
127,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Ricardo Cardoso Carvalho,M,16,141.625.449-69,(83) 99385-4673,"Av. Floriano Peixoto, 270 - Liberdade, Campina Grande - PB, 58185-397",Campina Grande,PB,58185-397,Nenhuma,Alice Rodrigues Rodrigues,Avó,800.407.961-41,(83) 99071-8007,2025696152,Contemplação direta,800,Sim,1,17,Sim,18,Informal,54,Van escolar,Apenas celular,Não,Médio,Sim,3.1,2.6,2.0,1.5,2.3,3.4,2.9,2.3,1.8,2.7,2.3990937992047887,74,Branca,Urbano,Não Afetado,Não,Pouco Seguro,1,Moderada Insegurança,Tensão Moderada,Moderadas
128,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Ricardo Araújo Silva,M,16,504.219.113-31,(83) 99343-8817,"Rua Coronel João Pessoa, 445, Casa A - Vila Nova, Alagoa Grande - PB, 58733-932",Alagoa Grande,PB,58733-932,Nenhuma,Sandra Gomes Oliveira,Tio,228.238.114-34,(83) 98229-1260,2025297364,Aguardando vaga,1200,Sim,2,"14, 18",Sim,24,Informal,16,A pé,Apenas celular,Sim,Alto,Sim,7.7,7.2,6.6,6.1,6.9,7.1,6.6,6.0,5.5,6.4,6.5085175215898285,83,Branca,Agreste,Não Afetado,Não,Seguro,3,Segura,Tensão Moderada,Moderadas
129,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Mariana Almeida Nascimento,F,17,337.831.162-77,(83) 98038-7914,"Rua São Francisco, 138, Bloco 2 - São José, Solânea - PB, 58219-606",Solânea,PB,58219-606,Nenhuma,Maria Ferreira Gomes,Tia,843.296.580-54,(83) 98897-4802,2025330374,Contemplação direta,2000,Não,0,,Não,0,,31,Moto,Apenas celular,Sim,Alto,Sim,3.7,3.2,2.6,2.1,2.9,1.9,1.4,0.8,0.3,1.2,2.3340877820372152,72,Preta,Interior Semiárido,Muito Afetado,Risco Médio,Seguro,3,Segura,Tranquilo,Poucas
130,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Felipe Araújo Santos,M,16,467.367.465-96,(83) 98324-3862,"Rua São Francisco, 414, Casa A - Centro, Solânea - PB, 58540-216",Solânea,PB,58540-216,Nenhuma,Carlos Lima Costa,Pai,903.463.887-15,(83) 99577-5382,2025994863,Contemplação direta,1500,Sim,1,15,Não,0,,27,Transporte escolar,Não,Não,Médio,Não,1.4,0.9,0.3,0.0,0.6,2.1,1.6,1.0,0.5,1.4,0.8405183134780747,70,Parda,Interior Semiárido,Levemente Afetado,Risco Médio,Seguro,3,Leve Insegurança,Tensão Moderada,Muitas
131,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Mateus Lopes Gonçalves,M,17,449.393.617-31,(83) 98174-5358,"Rua Coronel João Pessoa, 185, Apt 101 - São Sebastião, Alagoa Grande - PB, 58871-871",Alagoa Grande,PB,58871-871,Visual leve,Paulo Carvalho Carvalho,Mãe,519.569.972-76,(83) 99627-6927,2025564077,Contemplação direta,800,Não,0,,Não,0,,18,A pé,Apenas celular,Não,Médio,Sim,4.9,4.4,3.8,3.3,4.1,2.5,2.0,1.4,0.9,1.8,2.578068023273199,70,Parda,Agreste,Levemente Afetado,Risco Baixo,Seguro,1,Moderada Insegurança,Tranquilo,Poucas
132,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Marcelo Martins Rocha,M,16,657.739.907-89,(83) 99335-8244,"Rua Getúlio Vargas, 452 - Cepilho, Areia - PB, 58137-650",Areia,PB,58137-650,Nenhuma,André Araújo Gomes,Avó,318.195.623-80,(83) 98639-9541,2025893820,Contemplação direta,3246,Não,0,,Sim,23,Agricultura,25,Ônibus,Apenas celular,Não,Alto,Sim,2.9,2.4,1.8,1.3,2.1,2.9,2.4,1.8,1.3,2.2,1.7633102656807722,73,Preta,Interior Semiárido,Não Afetado,Risco Médio,Pouco Seguro,3,Segura,Tranquilo,Poucas
133,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Carolina Gonçalves Lopes,F,16,831.486.632-41,(83) 98215-6371,"Av. Floriano Peixoto, 233, Apt 101 - Centro, Campina Grande - PB, 58828-535",Campina Grande,PB,58828-535,Nenhuma,Ricardo Moreira Rodrigues,Avô,587.319.556-19,(83) 98756-9622,2025716813,Contemplação direta,2500,Não,0,,Não,0,,53,Carona,Não,Não,Baixo,Sim,0.0,0.3,0.9,1.4,0.6,2.7,3.2,3.8,4.3,3.6,1.9284340438268788,70,Preta,Urbano,Não Afetado,Não,Seguro,3,Segura,Tranquilo,Poucas
134,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Ana Nascimento Rodrigues,F,16,480.412.483-48,(83) 98602-8961,"Rua São Sebastião, 73 - Vila Nova, Alagoa Grande - PB, 58412-390",Alagoa Grande,PB,58412-390,Nenhuma,Maria Souza Araújo,Tia,457.169.991-15,(83) 98855-8883,2025424745,Contemplação direta,3500,Não,0,,Não,0,,11,Transporte escolar,Apenas celular,Sim,Alto,Sim,3.1,3.5,3.7,3.0,3.3,3.9,3.6,4.1,3.9,3.8,3.6667725226011094,79,Parda,Agreste,Muito Afetado,Não,Seguro,4,Segura,Tranquilo,Moderadas
135,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Gabriela Cardoso Souza,F,16,297.733.654-83,(83) 99551-1866,"Rua São Francisco, 385 - São José, Solânea - PB, 58119-223",Solânea,PB,58119-223,Dislexia,Sandra Alves Pereira,Tia,949.822.959-84,(83) 98909-2386,2025736333,Contemplação direta,2589,Sim,1,11,Sim,28,Comércio,25,Moto,Sim (banda larga),Não,Alto,Sim,7.5,7.2,7.7,7.8,7.5,6.1,6.6,6.7,6.1,6.3,6.7968562108382855,85,Branca,Interior Semiárido,Muito Afetado,Não,Seguro,3,Segura,Tranquilo,Moderadas
136,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Mateus Garcia Barbosa,M,16,604.620.870-74,(83) 98788-2885,"Rua Coronel João Pessoa, 238 - Vila Nova, Alagoa Grande - PB, 58595-129",Alagoa Grande,PB,58595-129,Nenhuma,Guilherme Araújo Melo,Avó,791.203.352-81,(83) 99334-3057,2025695848,Contemplação direta,2747,Sim,2,"5, 12",Sim,20,Agricultura,18,Transporte escolar,Sim (banda larga),Não,Médio,Sim,1.9,1.4,0.8,0.3,1.1,0.7,0.2,0.0,0.0,0.0,0.0,70,Preta,Agreste,Levemente Afetado,Risco Baixo,Inseguro,2,Leve Insegurança,Tensão Moderada,Poucas
137,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Gustavo Dias Souza,M,16,842.669.386-65,(83) 98431-9270,"Rua João Suassuna, 485, Casa A - Centro II, Guarabira - PB, 58870-824",Guarabira,PB,58870-824,Nenhuma,Helena Alves Rocha,Tia,713.436.116-98,(83) 98273-1033,2025599676,Contemplação direta,800,Sim,5,"16, 13, 18, 3, 3",Sim,43,Informal,39,Moto,Sim (banda larga),Não,Médio,Sim,0.6,1.1,1.7,2.2,1.4,0.0,0.0,0.2,0.7,0.0,0.03062921032110122,70,Parda,Interior Semiárido,Levemente Afetado,Risco Baixo,Seguro,1,Moderada Insegurança,Tranquilo,Poucas
138,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Guilherme Almeida Moreira,M,16,107.300.940-91,(83) 98811-2817,"Rua Principal, 88 - Centro, Solânea - PB, 58788-798",Solânea,PB,58788-798,Nenhuma,Daniel Oliveira Rodrigues,Tio,365.683.976-39,(83) 99804-9570,2025920251,Contemplação direta,2500,Sim,5,"20, 9, 18, 15, 1",Não,0,,25,Moto,Apenas celular,Não,Baixo,Sim,6.9,7.4,6.9,7.4,6.9,7.2,7.2,6.7,7.4,7.0,7.011843743678416,84,Branca,Interior Semiárido,Não Afetado,Não,Seguro,3,Segura,Tensão Moderada,Muitas
139,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Juliana Nunes Pereira,F,16,268.437.418-18,(83) 99282-2584,"Rua Coronel João Pessoa, 414 - Centro, Alagoa Grande - PB, 58916-741",Alagoa Grande,PB,58916-741,Auditiva leve,Gabriel Almeida Pereira,Mãe,448.952.155-52,(83) 99064-4878,2025913432,Contemplação direta,1110,Sim,4,"19, 4, 3, 2",Não,0,,95,Bicicleta,Não,Não,Alto,Sim,0.0,0.0,0.3,0.8,0.0,0.0,0.0,0.2,0.7,0.0,0.0,70,Parda,Agreste,Não Afetado,Risco Alto,Inseguro,2,Grave Insegurança,Tranquilo,Muitas
140,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Leonardo Cardoso Correia,M,16,564.629.436-85,(83) 98394-2769,"Rua Getúlio Vargas, 366 - Centro, Alagoa Grande - PB, 58908-960",Alagoa Grande,PB,58908-960,TDAH,Thiago Nascimento Lima,Pai,463.531.592-89,(83) 98910-4046,2025244360,Aguardando vaga,770,Sim,4,"17, 12, 10, 19",Não,0,,117,A pé,Não,Não,Médio,Sim,2.5,2.0,1.4,0.9,1.7,2.4,1.9,1.3,0.8,1.7,1.42080105925629,70,Branca,Agreste,Não Afetado,Risco Alto,Pouco Seguro,2,Moderada Insegurança,Tranquilo,Moderadas
141,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Natália Gomes Carvalho,F,17,266.207.565-15,(83) 99015-4594,"Rua Marquês do Herval, 118 - Prata, Campina Grande - PB, 58318-344",Campina Grande,PB,58318-344,Nenhuma,Sandra Fernandes Martins,Mãe,310.509.288-10,(83) 98743-1162,2025475271,Contemplação direta,800,Sim,2,"19, 12",Sim,15,Agricultura,55,Transporte escolar,Apenas celular,Não,Médio,Sim,5.0,5.2,4.8,4.9,5.0,4.6,4.2,4.1,4.2,4.2,4.581809885006819,80,Branca,Urbano,Não Afetado,Risco Médio,Inseguro,3,Segura,Tranquilo,Muitas
142,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Gabriel Rodrigues Moreira,M,16,913.294.296-78,(83) 98774-7131,"Rua Coronel João Pessoa, 326 - São Sebastião, Alagoa Grande - PB, 58881-730",Alagoa Grande,PB,58881-730,Física,Sandra Rodrigues Costa,Tia,353.154.744-45,(83) 99787-3071,2025712454,Aguardando vaga,1200,Sim,4,"20, 3, 6, 17",Sim,43,Ajudante,11,Bicicleta,Apenas celular,Não,Médio,Sim,2.2,1.5,1.7,1.6,1.9,0.0,0.0,0.2,0.2,0.0,1.0956096122938304,70,Preta,Agreste,Levemente Afetado,Não,Seguro,3,Segura,Tensão Moderada,Poucas
143,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Roberto Oliveira Gomes,M,17,631.460.335-84,(83) 98084-8622,"Av. Presidente Vargas, 231, Bloco 2 - Centro II, Guarabira - PB, 58518-476",Guarabira,PB,58518-476,Nenhuma,Maria Ferreira Rocha,Avó,339.371.760-19,(83) 98735-2350,2025983533,Contemplação direta,1500,Sim,3,"8, 4, 4",Sim,16,Ajudante,40,Transporte escolar,Apenas celular,Não,Médio,Sim,4.8,5.3,5.9,6.4,5.6,4.5,5.0,5.6,6.1,5.4,5.4248287457095135,84,Branca,Interior Semiárido,Muito Afetado,Não,Seguro,3,Segura,Tranquilo,Moderadas
144,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Antônio Martins Pereira,M,16,840.867.314-70,(83) 98478-9451,"Rua Principal, 370, Casa A - São José, Solânea - PB, 58910-187",Solânea,PB,58910-187,Auditiva leve,Patricia Dias Carvalho,Pai,314.549.560-81,(83) 98061-7139,2025705561,Aguardando vaga,1200,Não,0,,Sim,36,Serviços domésticos,30,Ônibus,Apenas celular,Não,Médio,Sim,1.8,2.3,2.9,3.4,2.6,0.0,0.0,0.2,0.7,0.0,1.0035418643372969,70,Preta,Interior Semiárido,Levemente Afetado,Risco Baixo,Pouco Seguro,3,Segura,Tensão Moderada,Muitas
